0	1	1
1	2	1
1	4	1
0	5	1
5	7	1
5	8	1
0	10	1
2	10	1
3	10	1
4	10	1
5	10	1
8	10	1
9	10	1
0	11	1
3	11	1
5	11	1
8	11	1
11	13	1
12	13	1
0	14	1
3	14	1
5	14	1
7	14	1
8	14	1
5	15	1
10	15	1
3	16	1
5	16	1
7	16	1
8	16	1
10	16	1
10	17	1
16	17	1
0	18	1
3	18	1
5	18	1
8	18	1
11	18	1
12	18	1
13	18	1
5	19	1
13	19	1
18	19	1
0	20	1
3	20	1
5	20	1
19	20	1
0	21	1
3	21	1
5	21	1
8	21	1
19	21	1
0	22	1
5	22	1
12	22	1
19	22	1
21	22	1
3	23	1
5	23	1
12	23	1
21	23	1
10	25	1
15	26	1
3	28	1
5	28	1
10	28	1
17	28	1
3	29	1
5	29	1
0	30	1
5	30	1
19	30	1
20	30	1
21	30	1
0	33	1
3	33	1
5	33	1
0	34	1
0	35	1
3	35	1
5	35	1
7	35	1
8	35	1
10	35	1
16	35	1
17	35	1
19	35	1
20	35	1
25	35	1
26	35	1
27	35	1
28	35	1
33	35	1
0	36	1
5	36	1
21	38	1
3	39	1
10	39	1
38	41	1
38	42	1
3	43	1
5	43	1
10	43	1
17	43	1
19	43	1
21	43	1
30	43	1
31	43	1
3	44	1
5	44	1
10	44	1
17	44	1
19	44	1
20	44	1
21	44	1
30	44	1
3	45	1
5	45	1
10	45	1
21	45	1
24	45	1
3	46	1
5	46	1
6	46	1
8	46	1
10	46	1
21	46	1
28	46	1
33	46	1
41	46	1
45	46	1
38	47	1
39	47	1
41	47	1
42	47	1
0	48	1
3	48	1
8	48	1
10	48	1
17	48	1
21	48	1
28	48	1
33	48	1
38	48	1
41	48	1
42	48	1
5	49	1
10	49	1
19	49	1
20	49	1
21	49	1
29	49	1
30	49	1
21	50	1
22	50	1
0	51	1
3	51	1
5	51	1
36	51	1
37	51	1
43	51	1
44	51	1
48	51	1
49	51	1
10	52	1
19	52	1
21	52	1
30	52	1
0	55	1
3	55	1
5	55	1
8	55	1
10	55	1
16	55	1
17	55	1
18	55	1
19	55	1
20	55	1
21	55	1
33	55	1
44	55	1
46	55	1
3	57	1
5	57	1
21	57	1
30	57	1
44	57	1
0	58	1
3	58	1
5	58	1
6	58	1
8	58	1
17	58	1
19	58	1
20	58	1
21	58	1
24	58	1
29	58	1
30	58	1
33	58	1
36	58	1
40	58	1
43	58	1
45	58	1
0	59	1
3	59	1
5	59	1
8	59	1
10	59	1
17	59	1
19	59	1
20	59	1
21	59	1
24	59	1
29	59	1
30	59	1
33	59	1
36	59	1
38	59	1
39	59	1
41	59	1
43	59	1
44	59	1
46	59	1
49	59	1
58	59	1
3	65	1
5	65	1
33	65	1
46	65	1
5	66	1
0	67	1
3	67	1
5	67	1
6	67	1
8	67	1
17	67	1
19	67	1
21	67	1
33	67	1
36	67	1
40	67	1
59	67	1
0	68	1
3	68	1
5	68	1
8	68	1
10	68	1
17	68	1
19	68	1
20	68	1
21	68	1
24	68	1
30	68	1
33	68	1
36	68	1
40	68	1
44	68	1
45	68	1
58	68	1
5	69	1
19	69	1
3	70	1
49	70	1
51	70	1
60	70	1
5	71	1
19	71	1
20	71	1
21	71	1
55	71	1
56	71	1
61	71	1
62	71	1
63	71	1
64	71	1
5	72	1
46	72	1
55	72	1
56	72	1
0	73	1
3	73	1
5	73	1
8	73	1
10	73	1
16	73	1
17	73	1
19	73	1
20	73	1
21	73	1
30	73	1
33	73	1
44	73	1
46	73	1
3	75	1
5	75	1
8	75	1
10	75	1
16	75	1
19	75	1
21	75	1
30	75	1
33	75	1
43	75	1
46	75	1
61	75	1
62	75	1
64	75	1
72	75	1
5	76	1
8	76	1
16	76	1
19	76	1
20	76	1
21	76	1
33	76	1
44	76	1
46	76	1
61	76	1
64	76	1
73	76	1
5	77	1
8	77	1
16	77	1
19	77	1
73	77	1
76	77	1
5	78	1
10	78	1
33	78	1
46	78	1
65	78	1
0	79	1
5	79	1
8	79	1
10	79	1
12	79	1
14	79	1
16	79	1
17	79	1
19	79	1
20	79	1
21	79	1
30	79	1
36	79	1
43	79	1
49	79	1
50	79	1
51	79	1
70	79	1
0	80	1
3	80	1
5	80	1
19	80	1
21	80	1
33	80	1
5	81	1
17	81	1
33	81	1
73	81	1
5	83	1
19	83	1
67	83	1
72	83	1
73	83	1
75	83	1
76	83	1
77	83	1
82	83	1
5	84	1
10	84	1
33	84	1
46	84	1
72	85	1
75	85	1
76	85	1
77	85	1
81	85	1
82	85	1
83	85	1
0	86	1
5	86	1
10	86	1
19	86	1
21	86	1
33	86	1
43	86	1
46	86	1
73	86	1
78	86	1
5	87	1
19	87	1
21	87	1
33	87	1
43	87	1
44	87	1
77	87	1
78	87	1
86	87	1
3	90	1
5	90	1
19	90	1
20	90	1
30	90	1
33	90	1
43	90	1
46	90	1
52	90	1
77	90	1
86	90	1
87	90	1
3	91	1
79	91	1
5	92	1
21	92	1
73	92	1
0	93	1
3	93	1
5	93	1
8	93	1
19	93	1
21	93	1
39	93	1
43	93	1
48	93	1
50	93	1
52	93	1
92	93	1
45	94	1
58	94	1
0	96	1
3	96	1
5	96	1
79	96	1
91	96	1
0	97	1
3	97	1
5	97	1
69	97	1
3	98	1
5	98	1
19	98	1
21	98	1
